anki_note_id,field_note_id,guid,mod
1497484860763,arbeiten,E<&3F7SAJv,1499086122
1497484860764,Arbeit,i~F2bO&PKf,1499086122
1497484860765,Ausbildung,PQ>Em=beCz,1499086122
1497484860766,Ausflug,t0stY)ug-M,1499086122
1497484860767,arbeitslos,"BQ:K;Ns,[Y",1499086122
1497484860768,sich ärgern,C[*[@[7v5l,1499086122
1497484860769,ausfüllen,u_C0jN8(c(,1499086122
1497484860770,arm,AytWm=&d8J,1499086122
1497484860771,Arm,eEfDkORQ`~,1499086122
1497484860772,Ausgang,l~L*!t<X$M,1499086122
1497484860773,ausgeben,l=vz1B9(Oi,1499086122
1497484860774,Artikel,k/G5.ny*&2,1499086122
1497484860775,ausgehen,L_8%Z.%6de,1499086122
1497484860776,auch,w!oXMhj^;F,1499086122
1497484860777,auf,I|po~N<H6=,1499086122
1497484860778,Auskunft,Qz(K4}CDz(,1499086122
1497484860779,Ausland,m-u$5_S?ru,1499086122
1497484860780,ausmachen,x8+JFiG4w%,1499086122
1497484860781,auspacken,iX@F.W$k5F,1499086122
1497484860782,sich ausruhen,L#=XX/<Tj[,1499086122
1497484860783,auf jeden Fall,"MF-hL7U9h,",1499086122
1497484860784,auf keinen Fall,mqc=4twG+U,1499086122
1497484860785,aussehen,teggA;_0[d,1499086122
1497484860786,aufhören,"D-eQ#N,J@k",1499086122
1497484860787,aufmachen,"w1~UkD@BE,",1499086122
1497484860788,außer,mGwNEk$o)*,1499086122
1497484860789,außerdem,rhz]T<z/ok,1499086122
1497484860790,außerhalb,"]/N,5pqw-",1499086122
1497484860791,aufpassen,Hq`^!k4GjJ,1499086122
1497484860792,aussprechen,b/Rz#vJquo,1499086122
1497484860793,aussteigen,"f,:mb|:;;>",1499086122
1497484860794,aufräumen,L8C]_3AP1],1499086122
1497484860795,aufregend,G.k>Fki)aK,1499086122
1497484860796,aufstehen,&!fnneC?i,1499086122
1497484860797,Ausstellung,Aa0I4KtiW`,1499086122
1497484860798,austragen,kzu[$H{`Zg,1499086122
1497484860799,Ausweis,K_VV`w+tDi,1499086122
1497484860800,Aufzug,jfNnh&5>Ya,1499086122
1497484860801,Auge,sZ9{bc0T{m,1499086122
1497484860802,Auto,p=|!-cPhEm,1499086122
1497484860803,Autobahn,jZg%x!LvPB,1499086122
1497484860804,Automat,L!uy-NKuJG,1499086122
1497484860805,automatisch,oWqZ=sU>W.,1499086122
1497484860806,Baby,l$CYO$C|ro,1499086122
1497484860807,Babysitter,tjXR]$4a/k,1499086122
1497484860808,beenden,Lo@gWwRhVt,1499086122
1497484860809,beginnen,OEt}j>_V9+,1499086122
1497484860810,begründen,dIyviO5y[7,1499086122
1497484860811,bei,iTG{4MrXQ(,1499086122
1497484860812,backen,uTB$K!9e{O,1499086122
1497484860813,Bäckerei,uJVUwSw4JE,1499086122
1497484860814,Bad,X.*Zeigk-,1499086122
1497484860815,beide,N=f_KG&jwn,1499086122
1497484860816,baden,z3LK3l{S?b,1499086122
1497484860817,Bahn,;*+4G-+N(,1499086122
1497484860818,bekannt,DOH~I^&U.;,1499086122
1497484860819,Bekannte (weiblich),"I,!1VtiCa;",1499086122
1497484860820,Bekannte (männlich),bM7}1as/Y!,1499086122
1497484860821,Bahnhof,eFv-Q;/@nm,1499086122
1497484860822,Bahnsteig,s^~};vx3an,1499086122
1497484860823,bekommen,L2E4J#6FCo,1499086122
1497484860824,bald,n5`NDnf$Qu,1499086122
1497484860825,Balkon,Gi#kRS!|M4,1499086122
1497484860826,beliebt,wA}P>C|@5,1499086122
1497484860827,Ball,mwAUFix?dK,1499086122
1497484860828,Banane,k2C}I?+(9|,1499086122
1497484860829,benutzen,i=7$AXhGM(,1499086122
1497484860830,Band,wcxjk)+Lv},1499086122
1497484860831,bequem,t&#Z5`(K2L,1499086122
1497484860832,Bank (Geldinstitut),u+I`]sRHZs,1499086122
1497484860833,Bank (Sitzgelegenheit),NJ)`h2o2yv,1499086122
1497484860834,bar,ucfN*.zFfI,1499086122
1497484860835,beraten,z{RM`HT=48,1499086122
1497484860836,Basketball,c|/EVXSVcw,1499086122
1497484860837,Berg,Jjp>0/+8)J,1499086122
1497484860838,basteln,NNxZBRNe?J,1499086122
1497484860839,Bauch,y<==7szRNh,1499086122
1497484860840,bauen,Q);vV+~vka,1499086122
1497484860841,berichten,ucDCG$gx$r,1499086122
1497484860842,Beruf,J^hWUNy1Z[,1499086122
1497484860843,berühmt,P`b!YQoumz,1499086122
1497484860844,Baum,"x|vx,-}/.c",1499086122
1497484860845,Bescheid,bUtG727tuq,1499086122
1497484860846,Baustelle,pqz55ikckr,1499086122
1497484860847,beschreiben,d^QTsg$ZG;,1499086122
1497484860848,beantworten,dYgAGiZ-+2,1499086122
1497484860849,sich bedanken,p9k4_f`zOQ,1499086122
1497484860850,bedeuten,u?SifP9_PJ,1499086122
1497484860851,sich beschweren,G22G0dNn#M,1499086122
1497484860852,sich beeilen,I21:`|8BfL,1499086122
1497484860853,besetzt,tw[EKD^YG(,1499086122
1497484860854,besichtigen,xho^h+j=>i,1499086122
1497484860855,bleiben,o.0M~X97GM,1499086122
1497484860856,besonders,J<PNnAU9:k,1499086122
1497484860857,Bleistift,h/+NF~?$B`,1499086122
1497484860858,bestätigen,N7C:}KOarH,1499086122
1497484860859,blöd,t2jJ;-TTXX,1499086122
1497484860860,blond,b#Q5>&n_Nc,1499086122
1497484860861,bestehen,xv#W@>gEt_,1499086122
1497484860862,Blog,C/=~mGvyM},1499086122
1497484860863,Blume,s|cXujlgG!,1499086122
1497484860864,Bluse,tsV]G>?M&8,1499086122
1497484860865,bestellen,qf|NF9*6t4,1499086122
1497484860866,Bohne,MYaUR9DnX?,1499086122
1497484860867,böse,w@MXeO!Gc8,1499086122
1497484860868,Besuch,zFBjrqDz`{,1499086122
1497484860869,besuchen,k5SIr>p*.+,1499086122
1497484860870,braten,m[8ZoDhCvY,1499086122
1497484860871,Bett,Ppy_/#uVw(,1499086122
1497484860872,brauchen,dHMF|m0DPx,1499086122
1497484860873,sich bewerben,s9xC`>xjoL,1499086122
1497484860874,Bewerbung,o%s?T_3~E<,1499086122
1497484860875,Brief,hi&:e78_6{,1499086122
1497484860876,bewölkt,pABG!Hazip,1499086122
1497484860877,Briefmarke,c-jTrR_N~|,1499086122
1497484860878,Brille,gr?HNk+3#6,1499086122
1497484860879,bezahlen,KNIJa1g45|,1499086122
1497484860880,bringen,Rgx^:M.xi+,1499086122
1497484860881,Bibliothek,MT?==MOc7$,1499086122
1497484860882,Brot,PP3~0C-#H,1499086122
1497484860883,Bier,Y7;iHv-[&,1499086122
1497484860884,Bild,K*Yy0!%e-9,1499086122
1497484860885,Brötchen,zt{v[mVQhT,1499086122
1497484860886,billig,"CQ)d6x=,CM",1499086122
1497484860887,Brücke,"n,MUFn5v*U",1499086122
1497484860888,Birne,NPuqmD=jPi,1499086122
1497484860889,Buch,"uk$-56L,Q>",1499086122
1497484860890,bis,Ov8O+)nJw<,1499086122
1497484860891,bisschen,qAPbIsNez/,1499086122
1497484860892,buchen,A_t8EYhoHH,1499086122
1497484860893,Buchstabe,E*erT=Xxj,1499086122
1497484860894,bitte,l!gs80o~dJ,1499086122
1497484860895,Bitte,iH&9S^{&sP,1499086122
1497484860896,bitten,"kaX?,Shh{f",1499086122
1497484860897,buchstabieren,GZ1/CU)GCQ,1499086122
1497484860898,bunt,G4!{>q;dUp,1499086122
1497484860899,bitter,t+wY]@C.=1,1499086122
1497484860900,Büro,"HHw,lBDk;b",1499086122
1497484860901,Blatt,r?<C)8+BKq,1499086122
1497484860902,Bus,"s+P,Pdv&_4",1499086122
1497484860903,Butter,eN_qIh(ZL),1499086122
1497484860904,Café,b-%<&biE$^,1499086122
1497484860905,Cafeteria,H9g<7!f>iy,1499086122
1497484860906,chatten,g{mHU>.4@),1499086122
1497484860907,Datum,n*Am6nRAwa,1499086122
1497484860908,dauern,"vHu4,LP{>a",1499086122
1497484860909,denken,"AoeX1>uWJ,",1499086122
1497484860910,Chef,C]}?];<2G?,1499086122
1497484860911,Chefin,E@+lxOHMj],1499086122
1497484860912,Club,dO@3w@tZ*),1499086122
1497484860913,Comic,Q$<&Ta.Ml!,1499086122
1497484860914,denn,Il^/Kekho~,1499086122
1497484860915,deshalb,"cxZ,.]5dlH",1499086122
1497484860916,deutlich,KbA#8-yxwp,1499086122
1497484860917,Computer,k.c{(Gg#X[,1499086122
1497484860918,Creme,"x2?%x#2O,^",1499086122
1497484860919,dick,"O.Up,!q@C+",1499086122
1497484860920,Ding,y7gn.8#mBw,1499086122
1497484860921,direkt,f}QHjTRWD&,1499086122
1497484860922,da,df@OFUi4mN,1499086122
1497484860923,Disco,gNM}K=!jp@,1499086122
1497484860924,diskutieren,I@pCllPgw3,1499086122
1497484860925,dabei sein,JBB[]uSRht,1499086122
1497484860926,darüber,oAa|+?CXP;,1499086122
1497484860927,doch,GC-3=tN&)s,1499086122
1497484860928,darauf,u[:x0W+*P$,1499086122
1497484860929,dagegen sein,HqLPX&F]a_,1499086122
1497484860930,dafür sein,"m?7=OS%,4r",1499086122
1497484860931,damals,Bz+jFX<|_5,1499086122
1497484860932,Doppelzimmer,OfV]lRB_u~,1499086122
1497484860933,Dame,y1mq*W%Xt>,1499086122
1497484860934,daneben,y@CC!+|T}a,1499086122
1497484860935,Dank,jfZDlc};VY,1499086122
1497484860936,Dorf,HZ`3<_w{rP,1499086122
1497484860937,dort,BlkI6`Bw#=,1499086122
1497484860938,dorther,j{M0L21[iB,1499086122
1497484860939,dorthin,",H;r/dY$E",1499086122
1497484860940,danke,bWc)36<V*/,1499086122
1497484860941,draußen,N8UwRBQwjo,1499086122
1497484860942,danken,"n.m?R2c,<%",1499086122
1497484860943,dann,oGxcxbe=wo,1499086122
1497484860944,dringend,JvwMx*L7FD,1499086122
1497484860945,drinnen,i&;QrJPt8N,1499086122
1497484860946,dass,qQT*uzucT_,1499086122
1497484860947,Datei,BZeNbRtR+z,1499086122
1497484860948,drüben,tHB+5)-.`+,1499086122
1497484860949,drücken,k1)AY$wFkl,1499086122
1497484860950,drucken,F:aA9lIn!A,1499086122
1497484860951,Einkaufszentrum,m5yL|.opk@,1499086122
1497484860952,Drucker,eJM15yKZ`1,1499086122
1497484860953,dumm,07|zK$79*,1499086122
1497484860954,einladen,EV7&WD/*qI,1499086122
1497484860955,dunkel,o4#.~4xzeb,1499086122
1497484860956,Einladung,o(fR6A#`Jn,1499086122
1497484860957,einmal,A]Rzk]SVE^,1499086122
1497484860958,einpacken,HfNUk)=J]c,1499086122
1497484860959,dünn,rh-ZH>m1zC,1499086122
1497484860960,durch,A|~St(X>EZ,1499086122
1497484860961,einsteigen,KlJG(3wYH-,1499086122
1497484860962,dürfen,Et6(Xl=*L-,1499086122
1497484860963,sich eintragen,cXP-XtL:KZ,1499086122
1497484860964,Durst,oY([DCOd|2,1499086122
1497484860965,Dusche,i4.6:!C[;w,1499086122
1497484860966,Eintritt,PO@]m<<w:y,1499086122
1497484860967,einverstanden sein,AtQ}2n+y<X,1499086122
1497484860968,sich duschen,"N,-tqqf=bL",1499086122
1497484860969,E-Book,p:U[6[59wL,1499086122
1497484860970,einzeln,Q&+dU0~GAz,1499086122
1497484860971,Einzelkind,?541Q4n-!,1499086122
1497484860972,Einzelzimmer,e(/O.gm~}g,1499086122
1497484860973,echt,gZ>kVw:5pf,1499086122
1497484860974,Ecke,"Du,..OJgRx",1499086122
1497484860975,einziehen,B(KShpef#h,1499086122
1497484860976,egal,oV<DtyOAH&,1499086122
1497484860977,Eis,vQcce[jbG.,1499086122
1497484860978,E-Mail,o0XQ&G>.*(,1499086122
1497484860979,Ehefrau,C1n>3f6F5n,1499086122
1497484860980,Ehepartner,ez4+O]~l-&,1499086122
1497484860981,Ehemann,rOL/r7:26$,1499086122
1497484860982,Ei,OF)ovZSad!,1499086122
1497484860983,eigenes,"y$<2)b4,7!",1499086122
1497484860984,Empfänger,jY~]1wm=-G,1499086122
1497484860985,empfehlen,"FtPp9.,]y/",1499086122
1497484860986,eigentlich,d:*O-RZ|Ke,1499086122
1497484860987,Ende,yo%BliH}i/,1499086122
1497484860988,eilig,iC)Uw8XFw-,1499086122
1497484860989,einfach,r_H*OcV)iU,1499086122
1497484860990,enden,kmX/tMzz2v,1499086122
1497484860991,endlich,o(z5zU*p;r,1499086122
1497484860992,eng,"rFZx:,(eJG",1499086122
1497484860993,Eingang,DuW6FQ)A6q,1499086122
1497484860994,einige,ltl:9h_yy9,1499086122
1497484860995,sich entschuldigen,gktINz{!AW,1499086122
1497484860996,einkaufen,hq%4{ZAUXF,1499086122
1497484860997,Entschuldigung,oqx1@-TCB9,1499086122
1497484860998,Erdgeschoss,mWXXycUSdU,1499086122
1497484860999,falsch,vh@qSFr0P_,1499086122
1497484861000,Erfahrung,o;}[1]^u;>,1499086122
1497484861001,sich erinnern,"v&`,9rz5x[",1499086122
1497484861002,Familie,"da>*R&!,J-",1499086122
1497484861003,Familienname,s%X1?G<rGZ,1499086122
1497484861004,erkältet sein,bl?gb%mPHM,1499086122
1497484861005,fantastisch,dK:8D<sht1,1499086122
1497484861006,Fan,zaEl=-BX%@,1499086122
1497484861007,erklären,l.j>38ReGQ,1499086122
1497484861008,Farbe,J}8)AcGC<$,1499086122
1497484861009,erlauben,kXNS4Z9#?K,1499086122
1497484861010,erlaubt sein,"Gf+Zn,>(R_",1499086122
1497484861011,Erlaubnis,C3rJ[].1lP,1499086122
1497484861012,fast,c&w.XS<~E1,1499086122
1497484861013,faul,P=AnFG^)&*,1499086122
1497484861014,fehlen,A)k-).HYc`,1499086122
1497484861015,Ermäßigung,ii$=-8b-N2,1499086122
1497484861016,erreichen,sfL=QOEYS@,1499086122
1497484861017,Fehler,t1J/7<[?B2,1499086122
1497484861018,Feier,xLj1&@g^^b,1499086122
1497484861019,Feierabend,x~raW71`sU,1499086122
1497484861020,Feiertag,F<;Mj~}-42,1499086122
1497484861021,feiern,lSJ/3OB.lA,1499086122
1497484861022,erst,H2UyA9|>xY,1499086122
1497484861023,Erwachsene,eZ]4oCZq%M,1499086122
1497484861024,Fenster,"lRX!iq2!2,",1499086122
1497484861025,Ferien,"pT,:h_/_g(",1499086122
1497484861026,erzählen,e8/5cw(iTn,1499086122
1497484861027,fernsehen,vxQh[u1%7g,1499086122
1497484861028,essen,h0:fB!Tt?R,1499086122
1497484861029,Essen,"v9U~`c,PQf",1499086122
1497484861030,Fernseher,u&]b+?}Yvc,1499086122
1497484861031,etwas,EP:2oF}29M,1499086122
1497484861032,fertig sein,fk_`Pdsz7o,1499086122
1497484861033,Fest,zCi}W*R#Vu,1499086122
1497484861034,Fach,k]RQMA{tsn,1499086122
1497484861035,fahren,Oj+<J(;:_q,1499086122
1497484861036,abfahren,ky{U_hH#%$,1499086122
1497484861037,Abfahrt,k2u02B!.p<,1499086122
1497484861038,Fahrkarte,Np[2M#[q9h,1499086122
1497484861039,Festival,"g6C7,U>B]U",1499086122
1497484861040,fett,rn|Xg%0<==,1499086122
1497484861041,Fieber,"vCJNC/q,YS",1499086122
1497484861042,Film,K_8l([J$x9,1499086122
1497484861043,finden,e>09QF`baP,1499086122
1497484861044,Fahrplan,O{b~uEaq=:,1499086122
1497484861045,Firma,f@X^u7<35S,1499086122
1497484861046,fallen,Cb2cAIjMs6,1499086122
1497484861047,Fahrrad,rWb$si^uBZ,1499086122
1497484861048,Fisch,c3=l|ucDCp,1499086122
1497484861049,fit sein,"O-ENB96b,&",1499086122
1497484861050,Flasche,I{:z/rYL2~,1499086122
1497484861051,Fleisch,NNbS5K>cBb,1499086122
1497484861052,fleißig,+uI{e;+FQ,1499086122
1497484861053,früher,B{-s@x/`hW,1499086122
1497484861054,Frühstück,f3ZNUYI5Y$,1499086122
1497484861055,frühstücken,BUP{$;&;-7,1499086122
1497484861056,fliegen,"tUM_AL,y=F",1499086122
1497484861057,abfliegen,DvTW@B#<OT,1499086122
1497484861058,sich fühlen,lbB)Z]PGs9,1499086122
1497484861059,Flohmarkt,G_bWxJ+_>T,1499086122
1497484861060,Führerschein,DlTY&O)GmW,1499086122
1497484861061,Flug,MxW|Mv9E|+,1499086122
1497484861062,Führung,l~O0-)81~-,1499086122
1497484861063,Fundsachen,uOg3LL`I{7,1499086122
1497484861064,Flughafen,"Q%YO[,b=/u",1499086122
1497484861065,Flugzeug,zpu0e9t?>$,1499086122
1497484861066,für,h(&a3[Uk3(,1499086122
1497484861067,Fluss,F)}l)URqe0,1499086122
1497484861068,furchtbar,f}om4y$hHf,1499086122
1497484861069,Formular,H^Q@RzP_~},1499086122
1497484861070,Fotoapparat,wW&VBe@?p_,1499086122
1497484861071,fotografieren,lmg-]?NcZ7,1499086122
1497484861072,Fuß,Op7H7l86Ha,1499086122
1497484861073,Fußball,"iLo1qTRu#,",1499086122
1497484861074,Foto,eSQjOU{R|J,1499086122
1497484861075,Frage,~:GA<uUD},1499086122
1497484861076,fragen,A4R=./r0#.,1499086122
1497484861077,Frau,zS_oeCYcG6,1499086122
1497484861078,Gabel,w;a7ug63t{,1499086122
1497484861079,ganz,u{Lp^lx]?/,1499086122
1497484861080,frei,O0qg$@i+8H,1499086122
1497484861081,freiwillig,QUo%*WR?fR,1499086122
1497484861082,Freizeit,v%y-1ruiC*,1499086122
1497484861083,fremd,md<_ml7yW#,1499086122
1497484861084,Garage,"b/#,g}zqd4",1499086122
1497484861085,Garten,H/]J8xV8Ba,1499086122
1497484861086,Gast,L9)3(o<*&L,1499086122
1497484861087,geben,er;yyv%!CX,1499086122
1497484861088,sich freuen,Lv]$3S]f}R,1499086122
1497484861089,geboren,JZLi[gcnZm,1499086122
1497484861090,Geburtstag,Gk2p=@eS*d,1499086122
1497484861091,Geburtsort,CXaSN9PJ&F,1499086122
1497484861092,Geburtsjahr,]1s-ON[^y,1499086122
1497484861093,Freund,y*#XDDT-^L,1499086122
1497484861094,Freundin,l_miCdi7xK,1499086122
1497484861095,geehrte,hfe4yue1g*,1499086122
1497484861096,freundlich,QUL3X%pFoP,1499086122
1497484861097,gefährlich,k+b?o&>rqv,1499086122
1497484861098,frisch,zm!YZck2^V,1499086122
1497484861099,gefallen,na7!9k53RL,1499086122
1497484861100,froh,Gcy]bhWc0},1499086122
1497484861101,früh,"tTOt9,Yc~B",1499086122
1497484861102,gegen,psach!aVmq,1499086122
1497484861103,Gegenteil,sgg55FG/f%,1499086122
1497484861104,gegenüber,Byb.E3`T&`,1499086122
1497484861105,gewinnen,gMwV#m`|W<,1499086122
1497484861106,Gehalt,q0N>v2e<gX,1499086122
1497484861107,Gewitter,r!L/PkELbh,1499086122
1497484861108,gehen,PN#$pBEkUc,1499086122
1497484861109,Gitarre,Q-OcJ<hRKT,1499086122
1497484861110,Glas,mN1DN~j{*K,1499086122
1497484861111,glauben,d/X2!t3NX9,1499086122
1497484861112,gleich,rNm;=g@kV$,1499086122
1497484861113,gehören,xuS)F/{^ZN,1499086122
1497484861114,Geld,EzyNVfU0v?,1499086122
1497484861115,Gleis,O4j`ogc92J,1499086122
1497484861116,Glück,Cp1C#tEQh>,1499086122
1497484861117,Geldbörse,l+e-R(uDU$,1499086122
1497484861118,glücklich,g:*O:>RpY5,1499086122
1497484861119,Gemüse,NAxiu*oQW!,1499086122
1497484861120,Glückwunsch,zXSS&>Tj}(,1499086122
1497484861121,genau,Pw~jvAVfx<,1499086122
1497484861122,gratulieren,ga!~dD*1HS,1499086122
1497484861123,genug,u2I)udZIkf,1499086122
1497484861124,grillen,rc%pKx=PVK,1499086122
1497484861125,Gepäck,WK)^-X4Wf,1499086122
1497484861126,gerade,c@[2-^KYo.,1499086122
1497484861127,Grippe,s&@Qdu)mbF,1499086122
1497484861128,groß,f_M8^/dNP$,1499086122
1497484861129,geradeaus,KlkSI|D[m5,1499086122
1497484861130,Größe,"cr$,,6!g1h",1499086122
1497484861131,Gerät,f%0lLY-&El,1499086122
1497484861132,Gruppe,up9</%mc(`,1499086122
1497484861133,Gericht,B&L:O2()d/,1499086122
1497484861134,gern,Kx6e1y*>dI,1499086122
1497484861135,Gruß,cKc_gf+1C6,1499086122
1497484861136,Geschäft,A2^.liM)1M,1499086122
1497484861137,gültig sein,uOvctDJ:0Z,1499086122
1497484861138,Geschenk,ix{.VX)&dK,1499086122
1497484861139,Geschichte,L&4R-cldxS,1499086122
1497484861140,Geschirr,"ukA,h&$Rrt",1499086122
1497484861141,günstig,AoG~xzC+OR,1499086122
1497484861142,gut,n8^I32JYc3,1499086122
1497484861143,Gesicht,I9U&H9YVF:,1499086122
1497484861144,Gespräch,Nx.e&2:P}_,1499086122
1497484861145,gestern,pG+LPK(VdB,1499086122
1497484861146,gesund,lZa!x914Rg,1499086122
1497484861147,Gesundheit,wQ6]ytrAS4,1499086122
1497484861148,Getränk,rxWZz^bRBW,1499086122
1497484861149,Haar,BODKj*-!JZ,1499086122
1497484861150,haben,gRyhQPloh`,1499086122
1497484861151,Hähnchen,Mm^ra?{Z-!,1499086122
1497484861152,Halle,Fa%+R;x2C(,1499086122
1497484861153,hallo,uhk]%^+:;x,1499086122
1497484861154,herein,e/0NkI*-Z>,1499086122
1497484861155,Hals,Fq^:Mc@u?&,1499086122
1497484861156,Herd,K[ftmw}#cx,1499086122
1497484861157,Herr,gM4[ZoMTt<,1499086122
1497484861158,halten,b[g&LiCP@U,1499086122
1497484861159,herstellen,D:Bb;MRIPm,1499086122
1497484861160,Hamburger,DL(q2c71*.,1499086122
1497484861161,Haltestelle,fia*8%c68Z,1499086122
1497484861162,herunterladen,u^zH&4*nh3,1499086122
1497484861163,Hand,"NF,gR()hhb",1499086122
1497484861164,Handtuch,kDf<ixCi@,1499086122
1497484861165,herzlich,h2qZgeJ0tu,1499086122
1497484861166,Handy,f?u}rR*8-2,1499086122
1497484861167,heute,Cx$Pv:3|O2,1499086122
1497484861168,hängen,ynI6yBGFT2,1499086122
1497484861169,hier,qn+7?Or!Mv,1499086122
1497484861170,hart,x]t4Bc$%{y,1499086122
1497484861171,Hilfe,ER>cUSE`_C,1499086122
1497484861172,hässlich,k?+#1{^9~F,1499086122
1497484861173,Hauptstadt,dxp;+EdstM,1499086122
1497484861174,Himmel,d+9OtM$9:4,1499086122
1497484861175,Haus,Kk0/`0k`tc,1499086122
1497484861176,hin,JrazM5#.x),1499086122
1497484861177,hinein,g75{T9Z8i!,1499086122
1497484861178,hinaus,QC-3FR`bvp,1499086122
1497484861179,Haushalt,c]D`u=;r{z,1499086122
1497484861180,hinten,uz4Xkc*3Th,1499086122
1497484861181,hinter,G!P~;pmd3s,1499086122
1497484861182,Heft,L+r@3*]b6=,1499086122
1497484861183,Heimat,"Fo1(cr(,#Z",1499086122
1497484861184,Hobby,tHqn]GK#%P,1499086122
1497484861185,hoch,Ho0U}LIyGk,1499086122
1497484861186,Hochzeit,"I&#`,G7Wcb",1499086122
1497484861187,heiraten,o|!tA$L3~=,1499086122
1497484861188,hoffen,iakxm@W;l4,1499086122
1497484861189,heiß,d.B!nMmNHE,1499086122
1497484861190,heißen,"lQ:|3Md,$?",1499086122
1497484861191,hoffentlich,umx!F#e}x8,1499086122
1497484861192,holen,s)5o];]/(x,1499086122
1497484861193,Heizung,"MYh,Hdzdnb",1499086122
1497484861194,helfen,C&L(<RWdRh,1499086122
1497484861195,Homepage,i_A<aw0|h;,1499086122
1497484861196,hören,htu/;4eA:Z,1499086122
1497484861197,hell,q5=}Z^fOa;,1499086122
1497484861198,Hose,fa&nr^;8);,1499086122
1497484861199,Hemd,"D3^NW.,H}T",1499086122
1497484861200,her kommen,n!c7$xzB!^,1499086122
1497484861201,heraus,qHl6jjmy36,1499086122
1497484861202,Hotel,b111i5A3|X,1499086122
1497484861203,Hund,iMO08<QC6V,1499086122
1497484861204,Hunger,N_`AcU^9z&,1499086122
1497484861205,husten,"tY,x3[f7cv",1499086122
1497484861206,Idee,kP]yougiU/,1499086122
1497484861207,jung,wa*[-S*&i@,1499086122
1497484861208,immer,J{ty>Wn|/O,1499086122
1497484861209,Junge,o>8f@X7#iM,1499086122
1497484861210,in,Bq^Nqfu$Vi,1499086122
1497484861211,Information,rx=C:z@vQ.,1499086122
1497484861212,sich über informieren,rG-v4gva*-,1499086122
1497484861213,Kaffee,lI7[5!n1e|,1499086122
1497484861214,Kalender,qp|TgCTeX9,1499086122
1497484861215,kalt,oI}SEHEwn6,1499086122
1497484861216,Insel,ds)XNE!CE+,1499086122
1497484861217,Instrument,A;`^_x.-.},1499086122
1497484861218,intelligent,gEW23JoH7K,1499086122
1497484861219,Kamera,yabJyEM7cm,1499086122
1497484861220,Interesse,y2CrP)x4ka,1499086122
1497484861221,kaputt,O:!1o1[l5#,1499086122
1497484861222,Karte,w3di>-gmpX,1499086122
1497484861223,sich interessieren,"t6xbTq,sW<",1499086122
1497484861224,interessant,sY:idCkz1f,1499086122
1497484861225,international,hI+V`_Dmbt,1499086122
1497484861226,Internet,v7~4ko=<qW,1499086122
1497484861227,Kartoffel,eqNA3^^d{;,1499086122
1497484861228,Käse,Chb*RkXVIL,1499086122
1497484861229,Kasse,sm{C`YCq@:,1499086122
1497484861230,Katze,Je#pdncTK%,1499086122
1497484861231,kaufen,"F411bWj,Kd",1499086122
1497484861232,Interview,x1B_oHZ%(8,1499086122
1497484861233,Kaufhaus,JN;#MS!zLH,1499086122
