card_id,anki_note_id,ord
1497484862085,1497484860793,1
1497484862086,1497484860794,0
1497484862087,1497484860794,1
1497484862088,1497484860795,0
1497484862089,1497484860795,1
1497484862090,1497484860796,0
1497484862091,1497484860796,1
1497484862092,1497484860797,0
1497484862093,1497484860797,1
1497484862094,1497484860798,0
1497484862095,1497484860798,1
1497484862096,1497484860799,0
1497484862097,1497484860799,1
1497484862098,1497484860800,0
1497484862099,1497484860800,1
1497484862100,1497484860801,0
1497484862101,1497484860801,1
1497484862102,1497484860802,0
1497484862103,1497484860802,1
1497484862104,1497484860803,0
1497484862105,1497484860803,1
1497484862106,1497484860804,0
1497484862107,1497484860804,1
1497484862108,1497484860805,0
1497484862109,1497484860805,1
1497484862110,1497484860806,0
1497484862111,1497484860806,1
1497484862112,1497484860807,0
1497484862113,1497484860807,1
1497484862114,1497484860808,0
1497484862115,1497484860808,1
1497484862116,1497484860809,0
1497484862117,1497484860809,1
1497484862118,1497484860810,0
1497484862119,1497484860810,1
1497484862120,1497484860811,0
1497484862121,1497484860811,1
1497484862122,1497484860812,0
1497484862123,1497484860812,1
1497484862124,1497484860813,0
1497484862125,1497484860813,1
1497484862126,1497484860814,0
1497484862127,1497484860814,1
1497484862128,1497484860815,0
1497484862129,1497484860815,1
1497484862130,1497484860816,0
1497484862131,1497484860816,1
1497484862132,1497484860817,0
1497484862133,1497484860817,1
1497484862134,1497484860818,0
1497484862135,1497484860818,1
1497484862136,1497484860819,0
1497484862137,1497484860819,1
1497484862138,1497484860820,0
1497484862139,1497484860820,1
1497484862140,1497484860821,0
1497484862141,1497484860821,1
1497484862142,1497484860822,0
1497484862143,1497484860822,1
1497484862144,1497484860823,0
1497484862145,1497484860823,1
1497484862146,1497484860824,0
1497484862147,1497484860824,1
1497484862148,1497484860825,0
1497484862149,1497484860825,1
1497484862150,1497484860826,0
1497484862151,1497484860826,1
1497484862152,1497484860827,0
1497484862153,1497484860827,1
1497484862154,1497484860828,0
1497484862155,1497484860828,1
1497484862156,1497484860829,0
1497484862157,1497484860829,1
1497484862158,1497484860830,0
1497484862159,1497484860830,1
1497484862160,1497484860831,0
1497484862161,1497484860831,1
1497484862162,1497484860832,0
1497484862163,1497484860832,1
1497484862164,1497484860833,0
1497484862165,1497484860833,1
1497484862166,1497484860834,0
1497484862167,1497484860834,1
1497484862168,1497484860835,0
1497484862169,1497484860835,1
1497484862170,1497484860836,0
1497484862171,1497484860836,1
1497484862172,1497484860837,0
1497484862173,1497484860837,1
1497484862174,1497484860838,0
1497484862175,1497484860838,1
1497484862176,1497484860839,0
1497484862177,1497484860839,1
1497484862178,1497484860840,0
1497484862179,1497484860840,1
1497484862180,1497484860841,0
1497484862181,1497484860841,1
1497484862182,1497484860842,0
1497484862183,1497484860842,1
1497484862184,1497484860843,0
1497484862185,1497484860843,1
1497484862186,1497484860844,0
1497484862187,1497484860844,1
1497484862188,1497484860845,0
1497484862189,1497484860845,1
1497484862190,1497484860846,0
1497484862191,1497484860846,1
1497484862192,1497484860847,0
1497484862193,1497484860847,1
1497484862194,1497484860848,0
1497484862195,1497484860848,1
1497484862196,1497484860849,0
1497484862197,1497484860849,1
1497484862198,1497484860850,0
1497484862199,1497484860850,1
1497484862200,1497484860851,0
1497484862201,1497484860851,1
1497484862202,1497484860852,0
1497484862203,1497484860852,1
1497484862204,1497484860853,0
1497484862205,1497484860853,1
1497484862206,1497484860854,0
1497484862207,1497484860854,1
1497484862208,1497484860855,0
1497484862209,1497484860855,1
1497484862210,1497484860856,0
1497484862211,1497484860856,1
1497484862212,1497484860857,0
1497484862213,1497484860857,1
1497484862214,1497484860858,0
1497484862215,1497484860858,1
1497484862216,1497484860859,0
1497484862217,1497484860859,1
1497484862218,1497484860860,0
1497484862219,1497484860860,1
1497484862220,1497484860861,0
1497484862221,1497484860861,1
1497484862222,1497484860862,0
1497484862223,1497484860862,1
1497484862224,1497484860863,0
1497484862225,1497484860863,1
1497484862226,1497484860864,0
1497484862227,1497484860864,1
1497484862228,1497484860865,0
1497484862229,1497484860865,1
1497484862230,1497484860866,0
1497484862231,1497484860866,1
1497484862232,1497484860867,0
1497484862233,1497484860867,1
1497484862234,1497484860868,0
1497484862235,1497484860868,1
1497484862236,1497484860869,0
1497484862237,1497484860869,1
1497484862238,1497484860870,0
1497484862239,1497484860870,1
1497484862240,1497484860871,0
1497484862241,1497484860871,1
1497484862242,1497484860872,0
1497484862243,1497484860872,1
1497484862244,1497484860873,0
1497484862245,1497484860873,1
1497484862246,1497484860874,0
1497484862247,1497484860874,1
1497484862248,1497484860875,0
1497484862249,1497484860875,1
1497484862250,1497484860876,0
1497484862251,1497484860876,1
1497484862252,1497484860877,0
1497484862253,1497484860877,1
1497484862254,1497484860878,0
1497484862255,1497484860878,1
1497484862256,1497484860879,0
1497484862257,1497484860879,1
1497484862258,1497484860880,0
1497484862259,1497484860880,1
1497484862260,1497484860881,0
1497484862261,1497484860881,1
1497484862262,1497484860882,0
1497484862263,1497484860882,1
1497484862264,1497484860883,0
1497484862265,1497484860883,1
1497484862266,1497484860884,0
1497484862267,1497484860884,1
1497484862268,1497484860885,0
1497484862269,1497484860885,1
1497484862270,1497484860886,0
1497484862271,1497484860886,1
1497484862272,1497484860887,0
1497484862273,1497484860887,1
1497484862274,1497484860888,0
1497484862275,1497484860888,1
1497484862276,1497484860889,0
1497484862277,1497484860889,1
1497484862278,1497484860890,0
1497484862279,1497484860890,1
1497484862280,1497484860891,0
1497484862281,1497484860891,1
1497484862282,1497484860892,0
1497484862283,1497484860892,1
1497484862284,1497484860893,0
1497484862285,1497484860893,1
1497484862286,1497484860894,0
1497484862287,1497484860894,1
1497484862288,1497484860895,0
1497484862289,1497484860895,1
1497484862290,1497484860896,0
1497484862291,1497484860896,1
1497484862292,1497484860897,0
1497484862293,1497484860897,1
1497484862294,1497484860898,0
1497484862295,1497484860898,1
1497484862296,1497484860899,0
1497484862297,1497484860899,1
1497484862298,1497484860900,0
1497484862299,1497484860900,1
1497484862300,1497484860901,0
1497484862301,1497484860901,1
1497484862302,1497484860902,0
1497484862303,1497484860902,1
1497484862304,1497484860903,0
1497484862305,1497484860903,1
1497484862306,1497484860904,0
1497484862307,1497484860904,1
1497484862308,1497484860905,0
1497484862309,1497484860905,1
1497484862310,1497484860906,0
1497484862311,1497484860906,1
1497484862312,1497484860907,0
1497484862313,1497484860907,1
1497484862314,1497484860908,0
1497484862315,1497484860908,1
1497484862316,1497484860909,0
1497484862317,1497484860909,1
1497484862318,1497484860910,0
1497484862319,1497484860910,1
1497484862320,1497484860911,0
1497484862321,1497484860911,1
1497484862322,1497484860912,0
1497484862323,1497484860912,1
1497484862324,1497484860913,0
1497484862325,1497484860913,1
1497484862326,1497484860914,0
1497484862327,1497484860914,1
1497484862328,1497484860915,0
1497484862329,1497484860915,1
1497484862330,1497484860916,0
1497484862331,1497484860916,1
1497484862332,1497484860917,0
1497484862333,1497484860917,1
1497484862334,1497484860918,0
1497484862335,1497484860918,1
1497484862336,1497484860919,0
1497484862337,1497484860919,1
1497484862338,1497484860920,0
1497484862339,1497484860920,1
1497484862340,1497484860921,0
1497484862341,1497484860921,1
1497484862342,1497484860922,0
1497484862343,1497484860922,1
1497484862344,1497484860923,0
1497484862345,1497484860923,1
1497484862346,1497484860924,0
1497484862347,1497484860924,1
1497484862348,1497484860925,0
1497484862349,1497484860925,1
1497484862350,1497484860926,0
1497484862351,1497484860926,1
1497484862352,1497484860927,0
1497484862353,1497484860927,1
1497484862354,1497484860928,0
1497484862355,1497484860928,1
1497484862356,1497484860929,0
1497484862357,1497484860929,1
1497484862358,1497484860930,0
1497484862359,1497484860930,1
1497484862360,1497484860931,0
1497484862361,1497484860931,1
1497484862362,1497484860932,0
1497484862363,1497484860932,1
1497484862364,1497484860933,0
1497484862365,1497484860933,1
1497484862366,1497484860934,0
1497484862367,1497484860934,1
1497484862368,1497484860935,0
1497484862369,1497484860935,1
1497484862370,1497484860936,0
1497484862371,1497484860936,1
1497484862372,1497484860937,0
1497484862373,1497484860937,1
1497484862374,1497484860938,0
1497484862375,1497484860938,1
1497484862376,1497484860939,0
1497484862377,1497484860939,1
1497484862378,1497484860940,0
1497484862379,1497484860940,1
1497484862380,1497484860941,0
1497484862381,1497484860941,1
1497484862382,1497484860942,0
1497484862383,1497484860942,1
1497484862384,1497484860943,0
1497484862385,1497484860943,1
1497484862386,1497484860944,0
1497484862387,1497484860944,1
1497484862388,1497484860945,0
1497484862389,1497484860945,1
1497484862390,1497484860946,0
1497484862391,1497484860946,1
1497484862392,1497484860947,0
1497484862393,1497484860947,1
1497484862394,1497484860948,0
1497484862395,1497484860948,1
1497484862396,1497484860949,0
1497484862397,1497484860949,1
1497484862398,1497484860950,0
1497484862399,1497484860950,1
1497484862400,1497484860951,0
1497484862401,1497484860951,1
1497484862402,1497484860952,0
1497484862403,1497484860952,1
1497484862404,1497484860953,0
1497484862405,1497484860953,1
1497484862406,1497484860954,0
1497484862407,1497484860954,1
1497484862408,1497484860955,0
1497484862409,1497484860955,1
1497484862410,1497484860956,0
1497484862411,1497484860956,1
1497484862412,1497484860957,0
1497484862413,1497484860957,1
1497484862414,1497484860958,0
1497484862415,1497484860958,1
1497484862416,1497484860959,0
1497484862417,1497484860959,1
1497484862418,1497484860960,0
1497484862419,1497484860960,1
1497484862420,1497484860961,0
1497484862421,1497484860961,1
1497484862422,1497484860962,0
1497484862423,1497484860962,1
1497484862424,1497484860963,0
1497484862425,1497484860963,1
1497484862426,1497484860964,0
1497484862427,1497484860964,1
1497484862428,1497484860965,0
1497484862429,1497484860965,1
1497484862430,1497484860966,0
1497484862431,1497484860966,1
1497484862432,1497484860967,0
1497484862433,1497484860967,1
1497484862434,1497484860968,0
1497484862435,1497484860968,1
1497484862436,1497484860969,0
1497484862437,1497484860969,1
1497484862438,1497484860970,0
1497484862439,1497484860970,1
1497484862440,1497484860971,0
1497484862441,1497484860971,1
1497484862442,1497484860972,0
1497484862443,1497484860972,1
1497484862444,1497484860973,0
1497484862445,1497484860973,1
1497484862446,1497484860974,0
1497484862447,1497484860974,1
1497484862448,1497484860975,0
1497484862449,1497484860975,1
1497484862450,1497484860976,0
1497484862451,1497484860976,1
1497484862452,1497484860977,0
1497484862453,1497484860977,1
1497484862454,1497484860978,0
1497484862455,1497484860978,1
1497484862456,1497484860979,0
1497484862457,1497484860979,1
1497484862458,1497484860980,0
1497484862459,1497484860980,1
1497484862460,1497484860981,0
1497484862461,1497484860981,1
1497484862462,1497484860982,0
1497484862463,1497484860982,1
1497484862464,1497484860983,0
1497484862465,1497484860983,1
1497484862466,1497484860984,0
1497484862467,1497484860984,1
1497484862468,1497484860985,0
1497484862469,1497484860985,1
1497484862470,1497484860986,0
1497484862471,1497484860986,1
1497484862472,1497484860987,0
1497484862473,1497484860987,1
1497484862474,1497484860988,0
1497484862475,1497484860988,1
1497484862476,1497484860989,0
1497484862477,1497484860989,1
1497484862478,1497484860990,0
1497484862479,1497484860990,1
1497484862480,1497484860991,0
1497484862481,1497484860991,1
1497484862482,1497484860992,0
1497484862483,1497484860992,1
1497484862484,1497484860993,0
1497484862485,1497484860993,1
1497484862486,1497484860994,0
1497484862487,1497484860994,1
1497484862488,1497484860995,0
1497484862489,1497484860995,1
1497484862490,1497484860996,0
1497484862491,1497484860996,1
1497484862492,1497484860997,0
1497484862493,1497484860997,1
1497484862494,1497484860998,0
1497484862495,1497484860998,1
1497484862496,1497484860999,0
1497484862497,1497484860999,1
1497484862498,1497484861000,0
1497484862499,1497484861000,1
1497484862500,1497484861001,0
1497484862501,1497484861001,1
1497484862502,1497484861002,0
1497484862503,1497484861002,1
1497484862504,1497484861003,0
1497484862505,1497484861003,1
1497484862506,1497484861004,0
1497484862507,1497484861004,1
1497484862508,1497484861005,0
1497484862509,1497484861005,1
1497484862510,1497484861006,0
1497484862511,1497484861006,1
1497484862512,1497484861007,0
1497484862513,1497484861007,1
1497484862514,1497484861008,0
1497484862515,1497484861008,1
1497484862516,1497484861009,0
1497484862517,1497484861009,1
1497484862518,1497484861010,0
1497484862519,1497484861010,1
1497484862520,1497484861011,0
1497484862521,1497484861011,1
1497484862522,1497484861012,0
1497484862523,1497484861012,1
1497484862524,1497484861013,0
1497484862525,1497484861013,1
1497484862526,1497484861014,0
1497484862527,1497484861014,1
1497484862528,1497484861015,0
1497484862529,1497484861015,1
1497484862530,1497484861016,0
1497484862531,1497484861016,1
1497484862532,1497484861017,0
1497484862533,1497484861017,1
1497484862534,1497484861018,0
1497484862535,1497484861018,1
1497484862536,1497484861019,0
1497484862537,1497484861019,1
1497484862538,1497484861020,0
1497484862539,1497484861020,1
1497484862540,1497484861021,0
1497484862541,1497484861021,1
1497484862542,1497484861022,0
1497484862543,1497484861022,1
1497484862544,1497484861023,0
1497484862545,1497484861023,1
1497484862546,1497484861024,0
1497484862547,1497484861024,1
1497484862548,1497484861025,0
1497484862549,1497484861025,1
1497484862550,1497484861026,0
1497484862551,1497484861026,1
1497484862552,1497484861027,0
1497484862553,1497484861027,1
1497484862554,1497484861028,0
1497484862555,1497484861028,1
1497484862556,1497484861029,0
1497484862557,1497484861029,1
1497484862558,1497484861030,0
1497484862559,1497484861030,1
1497484862560,1497484861031,0
1497484862561,1497484861031,1
1497484862562,1497484861032,0
1497484862563,1497484861032,1
1497484862564,1497484861033,0
1497484862565,1497484861033,1
1497484862566,1497484861034,0
1497484862567,1497484861034,1
1497484862568,1497484861035,0
1497484862569,1497484861035,1
1497484862570,1497484861036,0
1497484862571,1497484861036,1
1497484862572,1497484861037,0
1497484862573,1497484861037,1
1497484862574,1497484861038,0
1497484862575,1497484861038,1
1497484862576,1497484861039,0
1497484862577,1497484861039,1
1497484862578,1497484861040,0
1497484862579,1497484861040,1
1497484862580,1497484861041,0
1497484862581,1497484861041,1
1497484862582,1497484861042,0
1497484862583,1497484861042,1
1497484862584,1497484861043,0
1497484862585,1497484861043,1
1497484862586,1497484861044,0
1497484862587,1497484861044,1
1497484862588,1497484861045,0
1497484862589,1497484861045,1
1497484862590,1497484861046,0
1497484862591,1497484861046,1
1497484862592,1497484861047,0
1497484862593,1497484861047,1
1497484862594,1497484861048,0
1497484862595,1497484861048,1
1497484862596,1497484861049,0
1497484862597,1497484861049,1
1497484862598,1497484861050,0
1497484862599,1497484861050,1
1497484862600,1497484861051,0
1497484862601,1497484861051,1
1497484862602,1497484861052,0
1497484862603,1497484861052,1
1497484862604,1497484861053,0
1497484862605,1497484861053,1
1497484862606,1497484861054,0
1497484862607,1497484861054,1
1497484862608,1497484861055,0
1497484862609,1497484861055,1
1497484862610,1497484861056,0
1497484862611,1497484861056,1
1497484862612,1497484861057,0
1497484862613,1497484861057,1
1497484862614,1497484861058,0
1497484862615,1497484861058,1
1497484862616,1497484861059,0
1497484862617,1497484861059,1
1497484862618,1497484861060,0
1497484862619,1497484861060,1
1497484862620,1497484861061,0
1497484862621,1497484861061,1
1497484862622,1497484861062,0
1497484862623,1497484861062,1
1497484862624,1497484861063,0
1497484862625,1497484861063,1
1497484862626,1497484861064,0
1497484862627,1497484861064,1
1497484862628,1497484861065,0
1497484862629,1497484861065,1
1497484862630,1497484861066,0
1497484862631,1497484861066,1
1497484862632,1497484861067,0
1497484862633,1497484861067,1
1497484862634,1497484861068,0
1497484862635,1497484861068,1
1497484862636,1497484861069,0
1497484862637,1497484861069,1
1497484862638,1497484861070,0
1497484862639,1497484861070,1
1497484862640,1497484861071,0
1497484862641,1497484861071,1
1497484862642,1497484861072,0
1497484862643,1497484861072,1
1497484862644,1497484861073,0
1497484862645,1497484861073,1
1497484862646,1497484861074,0
1497484862647,1497484861074,1
1497484862648,1497484861075,0
1497484862649,1497484861075,1
1497484862650,1497484861076,0
1497484862651,1497484861076,1
1497484862652,1497484861077,0
1497484862653,1497484861077,1
1497484862654,1497484861078,0
1497484862655,1497484861078,1
1497484862656,1497484861079,0
1497484862657,1497484861079,1
1497484862658,1497484861080,0
1497484862659,1497484861080,1
1497484862660,1497484861081,0
1497484862661,1497484861081,1
1497484862662,1497484861082,0
1497484862663,1497484861082,1
1497484862664,1497484861083,0
1497484862665,1497484861083,1
1497484862666,1497484861084,0
1497484862667,1497484861084,1
1497484862668,1497484861085,0
1497484862669,1497484861085,1
1497484862670,1497484861086,0
1497484862671,1497484861086,1
1497484862672,1497484861087,0
1497484862673,1497484861087,1
1497484862674,1497484861088,0
1497484862675,1497484861088,1
1497484862676,1497484861089,0
1497484862677,1497484861089,1
1497484862678,1497484861090,0
1497484862679,1497484861090,1
1497484862680,1497484861091,0
1497484862681,1497484861091,1
1497484862682,1497484861092,0
1497484862683,1497484861092,1
1497484862684,1497484861093,0
1497484862685,1497484861093,1
1497484862686,1497484861094,0
1497484862687,1497484861094,1
1497484862688,1497484861095,0
1497484862689,1497484861095,1
1497484862690,1497484861096,0
1497484862691,1497484861096,1
1497484862692,1497484861097,0
1497484862693,1497484861097,1
1497484862694,1497484861098,0
1497484862695,1497484861098,1
1497484862696,1497484861099,0
1497484862697,1497484861099,1
1497484862698,1497484861100,0
1497484862699,1497484861100,1
1497484862700,1497484861101,0
1497484862701,1497484861101,1
1497484862702,1497484861102,0
1497484862703,1497484861102,1
1497484862704,1497484861103,0
1497484862705,1497484861103,1
1497484862706,1497484861104,0
1497484862707,1497484861104,1
1497484862708,1497484861105,0
1497484862709,1497484861105,1
1497484862710,1497484861106,0
1497484862711,1497484861106,1
1497484862712,1497484861107,0
1497484862713,1497484861107,1
1497484862714,1497484861108,0
1497484862715,1497484861108,1
1497484862716,1497484861109,0
1497484862717,1497484861109,1
1497484862718,1497484861110,0
1497484862719,1497484861110,1
1497484862720,1497484861111,0
1497484862721,1497484861111,1
1497484862722,1497484861112,0
1497484862723,1497484861112,1
1497484862724,1497484861113,0
1497484862725,1497484861113,1
1497484862726,1497484861114,0
1497484862727,1497484861114,1
1497484862728,1497484861115,0
1497484862729,1497484861115,1
1497484862730,1497484861116,0
1497484862731,1497484861116,1
1497484862732,1497484861117,0
1497484862733,1497484861117,1
1497484862734,1497484861118,0
1497484862735,1497484861118,1
1497484862736,1497484861119,0
1497484862737,1497484861119,1
1497484862738,1497484861120,0
1497484862739,1497484861120,1
1497484862740,1497484861121,0
1497484862741,1497484861121,1
1497484862742,1497484861122,0
1497484862743,1497484861122,1
1497484862744,1497484861123,0
1497484862745,1497484861123,1
1497484862746,1497484861124,0
1497484862747,1497484861124,1
1497484862748,1497484861125,0
1497484862749,1497484861125,1
1497484862750,1497484861126,0
1497484862751,1497484861126,1
1497484862752,1497484861127,0
1497484862753,1497484861127,1
1497484862754,1497484861128,0
1497484862755,1497484861128,1
1497484862756,1497484861129,0
1497484862757,1497484861129,1
1497484862758,1497484861130,0
1497484862759,1497484861130,1
1497484862760,1497484861131,0
1497484862761,1497484861131,1
1497484862762,1497484861132,0
1497484862763,1497484861132,1
1497484862764,1497484861133,0
1497484862765,1497484861133,1
1497484862766,1497484861134,0
1497484862767,1497484861134,1
1497484862768,1497484861135,0
1497484862769,1497484861135,1
1497484862770,1497484861136,0
1497484862771,1497484861136,1
1497484862772,1497484861137,0
1497484862773,1497484861137,1
1497484862774,1497484861138,0
1497484862775,1497484861138,1
1497484862776,1497484861139,0
1497484862777,1497484861139,1
1497484862778,1497484861140,0
1497484862779,1497484861140,1
1497484862780,1497484861141,0
1497484862781,1497484861141,1
1497484862782,1497484861142,0
1497484862783,1497484861142,1
1497484862784,1497484861143,0
1497484862785,1497484861143,1
1497484862786,1497484861144,0
1497484862787,1497484861144,1
1497484862788,1497484861145,0
1497484862789,1497484861145,1
1497484862790,1497484861146,0
1497484862791,1497484861146,1
1497484862792,1497484861147,0
1497484862793,1497484861147,1
1497484862794,1497484861148,0
1497484862795,1497484861148,1
1497484862796,1497484861149,0
1497484862797,1497484861149,1
1497484862798,1497484861150,0
1497484862799,1497484861150,1
1497484862800,1497484861151,0
1497484862801,1497484861151,1
1497484862802,1497484861152,0
1497484862803,1497484861152,1
1497484862804,1497484861153,0
1497484862805,1497484861153,1
1497484862806,1497484861154,0
1497484862807,1497484861154,1
1497484862808,1497484861155,0
1497484862809,1497484861155,1
1497484862810,1497484861156,0
1497484862811,1497484861156,1
1497484862812,1497484861157,0
1497484862813,1497484861157,1
1497484862814,1497484861158,0
1497484862815,1497484861158,1
1497484862816,1497484861159,0
1497484862817,1497484861159,1
1497484862818,1497484861160,0
1497484862819,1497484861160,1
1497484862820,1497484861161,0
1497484862821,1497484861161,1
1497484862822,1497484861162,0
1497484862823,1497484861162,1
1497484862824,1497484861163,0
1497484862825,1497484861163,1
1497484862826,1497484861164,0
1497484862827,1497484861164,1
1497484862828,1497484861165,0
1497484862829,1497484861165,1
1497484862830,1497484861166,0
1497484862831,1497484861166,1
1497484862832,1497484861167,0
1497484862833,1497484861167,1
1497484862834,1497484861168,0
1497484862835,1497484861168,1
1497484862836,1497484861169,0
1497484862837,1497484861169,1
1497484862838,1497484861170,0
1497484862839,1497484861170,1
1497484862840,1497484861171,0
1497484862841,1497484861171,1
1497484862842,1497484861172,0
1497484862843,1497484861172,1
1497484862844,1497484861173,0
1497484862845,1497484861173,1
1497484862846,1497484861174,0
1497484862847,1497484861174,1
1497484862848,1497484861175,0
1497484862849,1497484861175,1
1497484862850,1497484861176,0
1497484862851,1497484861176,1
1497484862852,1497484861177,0
1497484862853,1497484861177,1
1497484862854,1497484861178,0
1497484862855,1497484861178,1
1497484862856,1497484861179,0
1497484862857,1497484861179,1
1497484862858,1497484861180,0
1497484862859,1497484861180,1
1497484862860,1497484861181,0
1497484862861,1497484861181,1
1497484862862,1497484861182,0
1497484862863,1497484861182,1
1497484862864,1497484861183,0
1497484862865,1497484861183,1
1497484862866,1497484861184,0
1497484862867,1497484861184,1
1497484862868,1497484861185,0
1497484862869,1497484861185,1
1497484862870,1497484861186,0
1497484862871,1497484861186,1
1497484862872,1497484861187,0
1497484862873,1497484861187,1
1497484862874,1497484861188,0
1497484862875,1497484861188,1
1497484862876,1497484861189,0
1497484862877,1497484861189,1
1497484862878,1497484861190,0
1497484862879,1497484861190,1
1497484862880,1497484861191,0
1497484862881,1497484861191,1
1497484862882,1497484861192,0
1497484862883,1497484861192,1
1497484862884,1497484861193,0
1497484862885,1497484861193,1
1497484862886,1497484861194,0
1497484862887,1497484861194,1
1497484862888,1497484861195,0
1497484862889,1497484861195,1
1497484862890,1497484861196,0
1497484862891,1497484861196,1
1497484862892,1497484861197,0
1497484862893,1497484861197,1
1497484862894,1497484861198,0
1497484862895,1497484861198,1
1497484862896,1497484861199,0
1497484862897,1497484861199,1
1497484862898,1497484861200,0
1497484862899,1497484861200,1
1497484862900,1497484861201,0
1497484862901,1497484861201,1
1497484862902,1497484861202,0
1497484862903,1497484861202,1
1497484862904,1497484861203,0
1497484862905,1497484861203,1
1497484862906,1497484861204,0
1497484862907,1497484861204,1
1497484862908,1497484861205,0
1497484862909,1497484861205,1
1497484862910,1497484861206,0
1497484862911,1497484861206,1
1497484862912,1497484861207,0
1497484862913,1497484861207,1
1497484862914,1497484861208,0
1497484862915,1497484861208,1
1497484862916,1497484861209,0
1497484862917,1497484861209,1
1497484862918,1497484861210,0
1497484862919,1497484861210,1
1497484862920,1497484861211,0
1497484862921,1497484861211,1
1497484862922,1497484861212,0
1497484862923,1497484861212,1
1497484862924,1497484861213,0
1497484862925,1497484861213,1
1497484862926,1497484861214,0
1497484862927,1497484861214,1
1497484862928,1497484861215,0
1497484862929,1497484861215,1
1497484862930,1497484861216,0
1497484862931,1497484861216,1
